hypothesis,evidences,label
There were no pain related adverse events observed in NCT00179309.,"[""Adverse Events 1:"", ""  Total: 3/25 (12.00%)"", ""  Anemia 0/25 (0.00%)"", ""  Sinus tachycardia 0/25 (0.00%)"", ""  Pericardial effusion 1/25 (4.00%)"", ""  Gastrointestinal disorders - Other, specify -stomatitis) 0/25 (0.00%)"", ""  Vomiting 1/25 (4.00%)"", ""  Fever 0/25 (0.00%)"", ""  Injection site reaction 1/25 (4.00%)"", ""  Catheter related infection 0/25 (0.00%)"", ""  Activated partial thromboplastin time prolonged 0/25 (0.00%)"", ""Adverse Events 2:"", ""  Total: 2/23 (8.70%)"", ""  Anemia 1/23 (4.35%)"", ""  Sinus tachycardia 1/23 (4.35%)"", ""  Pericardial effusion 0/23 (0.00%)"", ""  Gastrointestinal disorders - Other, specify -stomatitis) 1/23 (4.35%)"", ""  Vomiting 0/23 (0.00%)"", ""  Fever 1/23 (4.35%)"", ""  Injection site reaction 1/23 (4.35%)"", ""  Catheter related infection 1/23 (4.35%)"", ""  Activated partial thromboplastin time prolonged 1/23 (4.35%)""]",Entailment
The majority of patients in NCT00182793 and NCT00509769 experienced an adverse event.,"[""Adverse Events 1:"", ""  Total: 24/32 (75.00%)""]",Contradiction
There was 16.67% more cases of hemorrhaging in NCT02139358 than in NCT02574455.,"[""Adverse Events 1:"", ""  Total: 7/15 (46.67%)"", ""  Cardiac arrest * 1/15 (6.67%)"", ""  Chest pain - cardiac * 1/15 (6.67%)"", ""  Diarrhea * 1/15 (6.67%)"", ""  Duodenal hemorrhage * 1/15 (6.67%)"", ""  Fatigue * 1/15 (6.67%)"", ""  Fever * 1/15 (6.67%)"", ""  Sudden death NOS * 1/15 (6.67%)"", ""  Sepsis * 1/15 (6.67%)"", ""  Skin infection * 1/15 (6.67%)"", ""  Neutrophil count decreased * 1/15 (6.67%)"", ""  Platelet count decreased * 1/15 (6.67%)""]",Contradiction
3/4 patients in NCT00398567 did not suffer any adverse events.,"[""Adverse Events 1:"", ""  Total: 1/4 (25.00%)""]",Entailment
Most NCT00004888 participants suffered Grade 3 or above Cardiotoxicity Events After Cycle 8 of the study.,"[""Outcome Measurement: "", ""  Grades of Cardiotoxicity Events in the Subset of Patients Reporting a Cardiotoxicity Event"", ""  This table summarizes the cardiotoxicity events of different grades. Grade 1 is a decline of left ventricular ejection fraction(LVEF) >=10% but <20% of baseline value. Grade 2 is LVEF below LLN (50%) or decline of LVEF >=20% of baseline value. Grade 3 is congestive heart failure responsive to treatment. Please note that only a subset of patients reported cardiotoxic events so the totals will not add up to the total number of participants."", ""  Time frame: Baseline, after cycle 4 (~84 days), after cycle 8 (~168 days), and 30 or more days after last cycle of induction therapy"", ""Results 1: "", ""  Arm/Group Title: Arm I: Doxorubicin and Taxotere"", ""  Arm/Group Description: Patients received PLD 30 mg/m^2 IV followed by docetaxel 60 mg/m^2 IV, one hour after PLD completion, every 3 weeks for a total of 8 cycles. Dexamthasone 8 mg orally twice a day was administered the day before, the day of, and the day following docetaxel. The maximum allowed cumulative dose of PLD was 240 mg/m^2. Pyridoxine 200 mg PO daily started on Day 1 of Cycle 1 and continued daily while the patient was on PLD."", ""  Overall Number of Participants Analyzed: 16"", ""  Measure Type: Number"", ""  Unit of Measure: participants  Grade 1 After Cycle 4 (approx. 84 days): 2"", ""  Grade 1 After Cycle 8 (approx. 168 days): 4"", ""  Grade 1 After 30 days or more after last cycle: 1"", ""  Grade 2 After Cycle 4 (approx 84 days): 3"", ""  Grade 2 After Cycle 8 (approx 168 days): 4"", ""  Grade 2 After 30 days or more after last cycle: 1"", ""  Grade 3 After Cycle 4 (approx 84 days): 1"", ""  Grade 3 After Cycle 8 (approx 168 days): 0"", ""  Grade 3 After 30 days or more after last cycle: 0""]",Contradiction
There were 2 cases of severe back pain observed in NCT00179309.,"[""Adverse Events 1:"", ""  Total: 3/25 (12.00%)"", ""  Anemia 0/25 (0.00%)"", ""  Sinus tachycardia 0/25 (0.00%)"", ""  Pericardial effusion 1/25 (4.00%)"", ""  Gastrointestinal disorders - Other, specify -stomatitis) 0/25 (0.00%)"", ""  Vomiting 1/25 (4.00%)"", ""  Fever 0/25 (0.00%)"", ""  Injection site reaction 1/25 (4.00%)"", ""  Catheter related infection 0/25 (0.00%)"", ""  Activated partial thromboplastin time prolonged 0/25 (0.00%)"", ""Adverse Events 2:"", ""  Total: 2/23 (8.70%)"", ""  Anemia 1/23 (4.35%)"", ""  Sinus tachycardia 1/23 (4.35%)"", ""  Pericardial effusion 0/23 (0.00%)"", ""  Gastrointestinal disorders - Other, specify -stomatitis) 1/23 (4.35%)"", ""  Vomiting 0/23 (0.00%)"", ""  Fever 1/23 (4.35%)"", ""  Injection site reaction 1/23 (4.35%)"", ""  Catheter related infection 1/23 (4.35%)"", ""  Activated partial thromboplastin time prolonged 1/23 (4.35%)""]",Contradiction
Cohort 1 of NCT01610284 had more than 50x the number of patients as cohort 1 of NCT00887575.,"[""Adverse Events 1:"", ""  Total: 3/41 (7.32%)""]",Contradiction
Patients diagnosed with osteonecrosis are eligible for NCT00375427 but excluded from NCT00579826.,"[""Inclusion criteria:"", ""  Female patients  18 years of age."", ""  Written informed consent given."", ""  Histologically confirmed Stage IV breast cancer with at least one bone metastasis radiologically confirmed."", ""  Previous treatment with zoledronic acid every 3-4 weeks, for 9-12 infusions over no more than 15 months."", ""  Eastern Cooperative Oncology Group (ECOG) performance status 2 ."", ""  Life expectancy  1 year."", ""Exclusion criteria:"", ""  More than 3 months since last infusion of Zoledronic Acid (Zometa\u00ae)."", ""  Treatments with other bisphosphonate than Zoledronic Acid (Zometa\u00ae) at any time prior to study entry."", ""  Serum creatinine > 3 mg/dL (265 \u03bcmol/L) or calculated (Cockcroft-Gault formula) creatinine clearance (CLCr) < 30 mL/min CrCl = ({[140-age (years)] x weight(kg)}/ [72 x serum creatinine (mg/dL)])x 0.85"", ""  Corrected (adjusted for serum albumin) serum calcium < 8 mg/dl (2 mmol/L) or > 12 mg/dL ( 3.0 mmol/L)."", ""  Current active dental problem including infection of the teeth or jawbone (maxilla or mandibular); dental or fixture trauma, or a recurrent or prior diagnosis of osteonecrosis of the jaw (ONJ), of exposed bone in the mouth, or of slow healing after dental procedures."", ""  Recent (within 6 weeks) or planned dental or jaw surgery (e.g. extraction, implants)."", ""  Pregnant patients (with a positive pregnancy test prior to study entry) or lactating patients. Women of childbearing potential not using effective methods of birth control (e.g. abstinence, oral contraceptives or implants, IUD, vaginal diaphragm or sponge, or condom with spermicide)."", ""  History of non-compliance to medical regimens or potential unreliable behavior."", ""  Known sensitivity to study drug(s) or class of study drug(s)."", ""  Patients with severe medical condition(s) that in the view of the investigator prohibits participation in the study"", ""  Use of any other investigational agent in the last 30 days.""]",Contradiction
"The minimum period of time from start of study treatment to first documentation of objective tumor progression or death due to cancer for any patient in NCT00076024, was just over a year.","[""Outcome Measurement: "", ""  Time to Tumor Progression (TTP)"", ""  Time in days from start of study treatment to first documentation of objective tumor progression or death due to cancer, whichever comes first. TTP was calculated as first event date minus the date of first dose of study medication plus 1. Tumor progression was determined from oncologic assessment data (where data meet the criteria for progressive disease [PD])."", ""  Time frame: Phase 2 double-blind baseline until tumor progression or death or discontinuation from study treatment, assessed every 9 weeks up to 129 weeks"", ""Results 1: "", ""  Arm/Group Title: Axitinib + Docetaxel (Phase 2, Double-blind)"", ""  Arm/Group Description: Axitinib (AG-013736) 5 mg tablet orally BID starting from Day 1 of Cycle 1, in cycles of 3 weeks. Docetaxel 80 mg/m^2 1 hr IV infusion on Day 1 of each cycle, in cycles of 3 weeks. Treatment was continued until disease progression, intolerable toxicity, or for 2 cycles after complete response."", ""  Overall Number of Participants Analyzed: 112"", ""  Median (95% Confidence Interval)"", ""  Unit of Measure: days  247        (208 to 265)"", ""Results 2: "", ""  Arm/Group Title: Docetaxel + Placebo (Phase 2, Double-blind)"", ""  Arm/Group Description: Placebo matched to axitinib (AG-013736) tablet orally BID starting from Day 1 of Cycle 1, in cycles of 3 weeks. Docetaxel 80 mg/m^2 1 hr IV infusion on Day 1 of each cycle, in cycles of 3 weeks. Treatment was continued until disease progression, intolerable toxicity, or for 2 cycles after complete response. Participants with disease progression after consent were continued to open-label phase."", ""  Overall Number of Participants Analyzed: 55"", ""  Median (95% Confidence Interval)"", ""  Unit of Measure: days  215        (191 to 247)""]",Contradiction
"Candidates must have a life expectancy exceeding 3 months to particpate in NCT00580333, there is no mimimum life expectancy define for NCT00934856.","[""Exclusion Criteria:"", ""  Life expectancy of less than 12 weeks""]",Entailment
"There are more cases of Intestinal perforation, Chest pain, death, Erysipelas and Pneumonia in NCT00811135 than in NCT00483223","[""Adverse Events 1:"", ""  Total: 8/86 (9.30%)"", ""  Hypersensitivity reaction to Cisplatin 1/86 (1.16%)"", ""  Infection with normal ANC 4/86 (4.65%)"", ""  Neutrophil Count 1/86 (1.16%)"", ""  Hyperglycemia 1/86 (1.16%)"", ""  Hypertension 1/86 (1.16%)""]",Entailment
NCT00191269 did not use PFS to evaluate the performance of its interventions.,"[""Outcome Measurement: "", ""  Tumor Response"", ""  Best response recorded from the start of treatment until disease progression/recurrence using Response Evaluation Criteria In Solid Tumors (RECIST) criteria that defines when participants improve (\""respond\""), stay the same (\""stable\""), or worsen (\""progression\"") during treatment."", ""  Time frame: baseline to measured progressive disease""]",Entailment
"More patients in NCT01276041 suffered from oedema in their limbs, compared to patients in NCT00796978.","[""Adverse Events 1:"", ""  Total: 8/56 (14.29%)"", ""  Platelets * 1/56 (1.79%)"", ""  Heart failure * 1/56 (1.79%)"", ""  Left ventricular systolic dysfunction * 1/56 (1.79%)"", ""  Dehydration * 1/56 (1.79%)"", ""  Diarrhea * 1/56 (1.79%)"", ""  Infection with normal ANC or Grade 1 or 2 neutrophils - Bladder (urinary) * 1/56 (1.79%)"", ""  Sodium, serum-low (hyponatremia) * 1/56 (1.79%)"", ""  Fracture * 2/56 (3.57%)""]",Entailment
All patients in NCT01011946 must have a bilateral breast mammography prior to study entry.,"[""Inclusion Criteria:"", ""  Women 18-75 years old with newly diagnosed breast cancer who are considered candidates for breast conserving surgery (i.e. lumpectomy)."", ""Exclusion Criteria:"", ""  Children (<18 years old)"", ""  Pregnant or Lactating women"", ""  Diabetic patients (Type I or II)"", ""  Patients who are scheduled for a sentinel node procedure using radioactive Tc-99m within 24 hours of PEM"", ""  Patients who have NOT undergone a standard of care bilateral breast MRI at UC.""]",Contradiction
ECOG < 2 and a life expectancy over 12 weeks are necessary to participate in NCT01597193.,"[""Inclusion Criteria:"", ""  Eastern Cooperative Oncology Group performance (ECOG) status of 0 or 1;"", ""  Estimated life expectancy of at least 3 months""]",Entailment
A 56 year old patient presenting occasional memory loss would be excluded from both NCT01216176 and NCT03624972.,"[""Exclusion Criteria:"", ""  Overt cognitive dysfunction or psychiatric disturbance or severe mental illness (e.g., dementia, suicidal behavior, or psychosis), as observed or judged by the researcher or referring source.""]",Contradiction
"Emily has an Inoperable breast cancer, she is eligible for both NCT01644890 and NCT00996632.","[""Inclusion Criteria:"", ""  Inoperable breast cancer""]",Entailment
NCT00617942 had a lower total percentage of patients experiencing adverse events compared to NCT00388726.,"[""Adverse Events 1:"", ""  Total: 7/37 (18.92%)""]",Entailment
NCT00127205 and NCT01740323 accept patients in the same age range.,"[""Inclusion Criteria:"", ""  Female breast cancer patients over the age of 18 will be recruited for this study. Patients enrolled in the study will meet standard criteria for whole breast XRT.""]",Entailment
More NCT00004888 participants suffered Grade 1 Cardiotoxicity Events After Cycle 8 than Grade 3 events.,"[""Outcome Measurement: "", ""  Grades of Cardiotoxicity Events in the Subset of Patients Reporting a Cardiotoxicity Event"", ""  This table summarizes the cardiotoxicity events of different grades. Grade 1 is a decline of left ventricular ejection fraction(LVEF) >=10% but <20% of baseline value. Grade 2 is LVEF below LLN (50%) or decline of LVEF >=20% of baseline value. Grade 3 is congestive heart failure responsive to treatment. Please note that only a subset of patients reported cardiotoxic events so the totals will not add up to the total number of participants."", ""  Time frame: Baseline, after cycle 4 (~84 days), after cycle 8 (~168 days), and 30 or more days after last cycle of induction therapy"", ""Results 1: "", ""  Arm/Group Title: Arm I: Doxorubicin and Taxotere"", ""  Arm/Group Description: Patients received PLD 30 mg/m^2 IV followed by docetaxel 60 mg/m^2 IV, one hour after PLD completion, every 3 weeks for a total of 8 cycles. Dexamthasone 8 mg orally twice a day was administered the day before, the day of, and the day following docetaxel. The maximum allowed cumulative dose of PLD was 240 mg/m^2. Pyridoxine 200 mg PO daily started on Day 1 of Cycle 1 and continued daily while the patient was on PLD."", ""  Overall Number of Participants Analyzed: 16"", ""  Measure Type: Number"", ""  Unit of Measure: participants  Grade 1 After Cycle 4 (approx. 84 days): 2"", ""  Grade 1 After Cycle 8 (approx. 168 days): 4"", ""  Grade 1 After 30 days or more after last cycle: 1"", ""  Grade 2 After Cycle 4 (approx 84 days): 3"", ""  Grade 2 After Cycle 8 (approx 168 days): 4"", ""  Grade 2 After 30 days or more after last cycle: 1"", ""  Grade 3 After Cycle 4 (approx 84 days): 1"", ""  Grade 3 After Cycle 8 (approx 168 days): 0"", ""  Grade 3 After 30 days or more after last cycle: 0""]",Entailment
1 patient in NCT01610284 had a cardiac related adverse event.,"[""Adverse Events 1:"", ""  Total: 146/573 (25.48%)"", ""  Anaemia 4/573 (0.70%)"", ""  Disseminated intravascular coagulation 0/573 (0.00%)"", ""  Neutropenia 1/573 (0.17%)"", ""  Thrombocytopenia 0/573 (0.00%)"", ""  Acute coronary syndrome 1/573 (0.17%)"", ""  Angina pectoris 1/573 (0.17%)"", ""  Atrial fibrillation 2/573 (0.35%)"", ""  Atrial flutter 0/573 (0.00%)"", ""  Cardiac arrest 1/573 (0.17%)"", ""  Cardiac failure 0/573 (0.00%)"", ""Adverse Events 2:"", ""  Total: 101/570 (17.72%)"", ""  Anaemia 3/570 (0.53%)"", ""  Disseminated intravascular coagulation 1/570 (0.18%)"", ""  Neutropenia 1/570 (0.18%)"", ""  Thrombocytopenia 1/570 (0.18%)"", ""  Acute coronary syndrome 0/570 (0.00%)"", ""  Angina pectoris 1/570 (0.18%)"", ""  Atrial fibrillation 0/570 (0.00%)"", ""  Atrial flutter 1/570 (0.18%)"", ""  Cardiac arrest 0/570 (0.00%)"", ""  Cardiac failure 1/570 (0.18%)""]",Contradiction
The most common adverse events in NCT00688740 and NCT00191815 is Neutropenia with a total of 3 cases across all cohorts.,"[""Adverse Events 1:"", ""  Total: 267/744 (35.89%)"", ""  Neutropenia *2/744 (0.27%)"", ""  Anaemia *1/744 (0.13%)"", ""  Leukopenia *1/744 (0.13%)"", ""  Thrombocytopenia *1/744 (0.13%)"", ""  Thrombotic thrombocytopenic purpura *1/744 (0.13%)"", ""  Atrial flutter *1/744 (0.13%)"", ""  Cardiac arrest *1/744 (0.13%)"", ""  Myocardial ischaemia *1/744 (0.13%)"", ""  Arrhythmia *0/744 (0.00%)"", ""  Cardiac failure congestive *0/744 (0.00%)"", ""Adverse Events 2:"", ""  Total: 67/736 (9.10%)"", ""  Neutropenia *1/736 (0.14%)"", ""  Anaemia *0/736 (0.00%)"", ""  Leukopenia *0/736 (0.00%)"", ""  Thrombocytopenia *0/736 (0.00%)"", ""  Thrombotic thrombocytopenic purpura *0/736 (0.00%)"", ""  Atrial flutter *0/736 (0.00%)"", ""  Cardiac arrest *0/736 (0.00%)"", ""  Myocardial ischaemia *0/736 (0.00%)"", ""  Arrhythmia *2/736 (0.27%)"", ""  Cardiac failure congestive *1/736 (0.14%)""]",Contradiction
